Date,3Y,5Y,7Y,10Y,20Y
2022-03-04,2.73,3.27,3.51,3.65,
2022-03-03,2.7,3.27,3.51,3.67,
2022-03-02,2.7,3.25,3.51,3.66,
2022-03-01,2.71,3.28,3.54,3.67,
2022-02-28,2.71,3.29,3.59,3.67,
2022-02-25,2.69,3.29,3.57,3.67,
2022-02-24,2.7,3.29,3.58,3.66,
2022-02-23,2.7,3.28,3.59,3.66,
2022-02-22,2.7,3.28,3.59,3.66,
2022-02-21,2.72,3.31,3.57,3.66,
2022-02-18,2.72,3.29,3.58,3.65,
2022-02-17,2.72,3.29,3.58,3.65,
2022-02-16,2.75,3.31,3.57,3.67,
2022-02-15,2.79,3.32,3.59,3.7,
2022-02-14,2.81,3.3,3.59,3.7,
2022-02-11,2.83,3.32,3.61,3.7,
2022-02-10,2.85,3.3,3.56,3.68,
2022-02-09,2.85,3.35,3.58,3.7,
2022-02-08,2.83,3.33,3.57,3.71,
2022-02-07,2.84,3.34,3.54,3.72,
2022-02-04,2.83,3.27,3.5,3.66,
2022-02-03,2.8,3.24,3.5,3.66,
2022-02-02,2.81,3.26,3.52,3.68,
2022-02-01,2.81,3.26,3.52,3.68,
2022-01-31,2.81,3.26,3.52,3.68,
2022-01-28,2.84,3.3,3.53,3.68,
2022-01-27,2.83,3.3,3.51,3.7,
2022-01-26,2.79,3.27,3.48,3.67,
2022-01-25,2.82,3.29,3.49,3.69,
2022-01-24,2.8,3.28,3.48,3.69,
2022-01-21,2.8,3.27,3.49,3.67,
2022-01-20,2.83,3.29,3.5,3.68,
2022-01-19,2.85,3.29,3.51,3.71,
2022-01-18,2.79,3.24,3.43,3.61,
2022-01-17,2.79,3.24,3.43,3.61,
2022-01-14,2.79,3.21,3.43,3.59,
2022-01-13,2.8,3.21,3.4,3.64,
2022-01-12,2.8,3.21,3.43,3.65,
2022-01-11,2.81,3.24,3.45,3.66,4.25
2022-01-10,2.83,3.27,3.43,3.68,4.25
2022-01-07,2.84,3.25,3.46,3.65,4.25
2022-01-06,2.82,3.28,3.45,3.66,4.25
2022-01-05,2.83,3.21,3.44,3.62,4.25
2022-01-04,2.84,3.21,3.43,3.62,4.25
2022-01-03,2.8,3.17,3.4,3.59,4.25
