Date,1M,3M,6M,1Y,2Y,3Y,4Y,5Y,7Y,10Y,20Y,25Y
2024-10-17,4.5385,5.0756,5.5497,5.684,5.5095,5.5664,5.6144,5.6494,5.7,5.7344,5.9009,5.9007
2024-10-16,4.5096,5.0509,5.5419,5.6801,5.5247,5.5774,5.6228,5.6528,5.6946,5.7325,5.9011,5.9001
2024-10-15,4.8165,5.1284,5.5152,5.6311,5.5344,5.5852,5.6305,5.6621,5.7061,5.7334,5.9011,5.9003
2024-10-14,4.8004,5.0872,5.5432,5.634,5.5573,5.6041,5.6389,5.6627,5.704,5.7453,5.9212,5.9209
2024-10-11,4.5889,5.0431,5.4469,5.6166,5.56,5.6012,5.6299,5.6504,5.6874,5.7317,5.9214,5.9215
2024-10-10,4.774,5.0628,5.3872,5.6035,5.5618,5.6076,5.6436,5.6719,5.721,5.7638,5.9066,5.9122
2024-10-09,4.8494,5.1048,5.3477,5.5601,5.5755,5.6136,5.6385,5.6573,5.6918,5.7373,5.8613,5.8616
2024-10-08,4.8847,5.1377,5.3366,5.5375,5.5786,5.6241,5.6599,5.686,5.7212,5.7824,5.8583,5.8596
2024-10-07,5.2091,5.2619,5.3373,5.5029,5.5558,5.6116,5.6684,5.7237,5.8207,5.9033,5.9185,5.9179
2024-10-04,4.6656,5.1153,5.2922,5.5086,5.4864,5.5313,5.5725,5.6068,5.6672,5.7576,5.9186,5.9195
2024-10-03,4.5722,5.1042,5.2443,5.503,5.4637,5.5076,5.5521,5.5884,5.6416,5.716,5.914,5.9091
2024-10-02,4.9798,5.1923,5.246,5.4654,5.4562,5.4861,5.5173,5.5481,5.6029,5.6585,5.9076,5.9103
2024-10-01,5.1417,5.2175,5.3293,5.5835,5.4641,5.4908,5.5172,5.5447,5.5941,5.6447,5.9087,5.9102
2024-09-30,5.1307,5.2315,5.3349,5.5199,5.502,5.5149,5.54,5.5709,5.6343,5.7381,5.9126,5.9086
2024-09-27,5.2363,5.2578,5.3818,5.5599,5.5232,5.5357,5.5599,5.5874,5.6416,5.7406,5.9132,5.9081
2024-09-26,5.2213,5.2503,5.4299,5.5571,5.5708,5.5857,5.6089,5.6357,5.6936,5.7739,5.9076,5.9086
2024-09-25,5.1367,5.2717,5.4574,5.5593,5.5823,5.6002,5.6274,5.6604,5.7261,5.7872,5.9049,5.9047
2024-09-24,5.2601,5.2412,5.4107,5.5894,5.5918,5.6131,5.6382,5.6616,5.701,5.744,5.7471,5.7473
2024-09-23,5.464,5.3782,5.8517,5.7848,5.6047,5.613,5.6235,5.6393,5.6742,5.6929,5.7453,5.7487
2024-09-20,5.6416,5.7359,5.8795,5.9249,5.6737,5.6534,5.6338,5.6222,5.6249,5.652,5.7725,5.7405
2024-09-19,5.5956,5.7347,5.8924,5.972,5.7636,5.7519,5.7532,5.7644,5.7941,5.8333,6.061,6.0355
2024-09-18,5.6972,5.7401,5.9228,5.9812,5.9034,5.903,5.9051,5.911,5.9295,5.9621,6.1577,6.1585
2024-09-17,5.7235,5.7941,5.9587,6.0029,5.9433,5.9377,5.9389,5.9462,5.9668,5.9907,6.1687,6.1628
2024-09-16,5.7817,5.8502,5.9798,5.9953,5.9865,5.9907,5.9992,6.0104,6.0316,6.0635,6.2144,6.2138
2024-09-13,5.7832,5.8616,5.9899,6.0118,6.0016,6.0083,6.0193,6.0321,6.0556,6.0926,6.214,6.2134
2024-09-12,5.7836,5.8698,5.9961,6.033,6.0092,6.0186,6.0311,6.0467,6.0823,6.1422,6.2175,6.2129
2024-09-11,5.725,5.8663,6.0003,6.0398,6.0123,6.0211,6.0334,6.049,6.0851,6.1407,6.2184,6.2155
2024-09-10,5.8299,5.8639,5.9806,6.0319,6.011,6.0203,6.034,6.0519,6.0915,6.1395,6.196,6.1963
2024-09-09,5.8697,5.8886,5.9962,6.0331,6.0086,6.0195,6.0338,6.0495,6.0752,6.0918,6.1962,6.1963
2024-09-06,5.7522,5.915,5.9879,6.0734,6.0192,6.0243,6.0319,6.042,6.0606,6.0761,6.1962,6.1967
2024-09-05,5.7328,5.9069,5.9803,6.067,6.0198,6.0279,6.038,6.049,6.0691,6.0899,6.1776,6.1808
2024-09-04,5.7256,5.918,5.9872,6.0662,6.0184,6.0274,6.0398,6.0535,6.0781,6.0986,6.1736,6.1773
2024-09-03,5.7134,5.9168,5.9838,6.0694,6.0198,6.0289,6.0398,6.0511,6.0711,6.0887,6.1743,6.1772
2024-09-02,5.7413,5.913,5.9859,6.071,6.0089,6.0169,6.0291,6.0416,6.0592,6.0732,6.1754,6.1772
2024-08-30,5.6936,5.9154,5.9986,6.0825,6.0091,6.0171,6.0302,6.0432,6.0598,6.0694,6.1759,6.1771
2024-08-29,5.6811,5.9124,5.9819,6.08,6.0086,6.0158,6.0275,6.0398,6.0574,6.069,6.1761,6.1773
2024-08-28,5.6718,5.9099,5.9651,6.0922,6.0047,6.0125,6.0239,6.0353,6.0529,6.0759,6.1775,6.1771
2024-08-27,5.6638,5.9291,6.0638,6.0954,6.0103,6.0167,6.0252,6.034,6.0494,6.0735,6.1778,6.1773
2024-08-22,5.7307,5.9247,6.0559,6.1038,6.0165,6.0177,6.0244,6.0335,6.0492,6.0735,6.178,6.1773
2024-08-21,5.8848,5.9427,6.0369,6.0822,6.0063,6.0145,6.0282,6.0419,6.0557,6.0548,6.1776,6.1773
2024-08-20,5.9094,5.9463,6.028,6.0793,6.0035,6.005,6.0122,6.0222,6.0379,6.0527,6.1713,6.1709
2024-08-19,5.904,5.9539,6.0432,6.0796,6.0,5.9976,6.0011,6.0076,6.021,6.0537,6.1746,6.1711
2024-08-16,5.7162,5.9503,6.1152,6.1489,6.0013,5.9986,6.0011,6.0068,6.0206,6.0582,6.2663,6.2646
2024-08-15,5.7484,5.941,6.0874,6.1257,6.0229,6.0314,6.0467,6.0641,6.0908,6.1104,6.2699,6.2663
2024-08-14,5.8391,5.9425,6.0829,6.1263,6.0279,6.0394,6.0587,6.0805,6.1144,6.1385,6.3012,6.3019
2024-08-13,5.803,5.9164,6.0815,6.1327,6.0317,6.0435,6.0617,6.0828,6.117,6.15,6.3025,6.3018
2024-08-12,5.6016,5.8777,6.0945,6.1673,6.0386,6.0493,6.0662,6.0861,6.1174,6.1498,6.2953,6.2919
2024-08-09,5.5345,5.8429,6.1056,6.1977,6.0261,6.0385,6.0594,6.0825,6.1163,6.1535,6.3206,6.3194
2024-08-08,5.5248,5.8295,6.08,6.1968,6.0058,6.027,6.0553,6.082,6.1169,6.1534,6.3187,6.3194
2024-08-07,5.51,5.816,6.0751,6.188,5.9999,6.0236,6.0564,6.0881,6.1268,6.1615,6.3181,6.3186
2024-08-06,5.5213,5.8116,6.0819,6.1403,5.9912,6.0138,6.045,6.077,6.1244,6.1499,6.3136,6.3138
2024-08-05,5.5169,5.8058,6.085,6.1163,5.9783,6.0007,6.0274,6.0532,6.0904,6.116,6.3151,6.3144
2024-08-02,5.489,5.7871,6.0643,6.1631,5.9918,6.017,6.05,6.0809,6.1162,6.1328,6.3139,6.3132
2024-08-01,5.489,5.7779,6.0577,6.1634,5.9965,6.0222,6.0538,6.0819,6.112,6.1265,6.3145,6.3136
2024-07-31,5.5254,5.793,6.0522,6.1554,6.0079,6.0409,6.0847,6.1243,6.1663,6.1712,6.337,6.3356
2024-07-30,5.5717,5.7737,6.0378,6.1264,6.0198,6.0579,6.1022,6.1402,6.1804,6.1915,6.354,6.3532
2024-07-29,5.5385,5.7446,6.0339,6.1299,6.0267,6.0706,6.1212,6.1641,6.21,6.2204,6.3957,6.3947
2024-07-26,5.4391,5.7294,6.039,6.1583,6.037,6.0893,6.1469,6.1948,6.2488,6.2759,6.4019,6.4013
2024-07-24,5.4975,5.7497,6.0401,6.0951,6.0692,6.1207,6.17,6.2095,6.2549,6.2754,6.4027,6.4021
2024-07-23,5.4971,5.7448,6.0447,6.0975,6.0679,6.1226,6.1725,6.211,6.2542,6.2712,6.4002,6.3998
2024-07-22,5.5239,5.7562,5.9934,6.0884,6.0706,6.1244,6.1726,6.2101,6.2485,6.2638,6.3914,6.3908
2024-07-19,5.5458,5.7355,6.0223,6.1053,6.0657,6.1139,6.1588,6.1956,6.2326,6.2503,6.3828,6.3822
2024-07-18,5.6152,5.7471,5.9837,6.0912,6.0637,6.1144,6.1575,6.1928,6.2312,6.252,6.3654,6.3649
2024-07-17,5.7208,5.7524,5.9696,6.079,6.0542,6.1129,6.1649,6.2044,6.2418,6.2424,6.3619,6.3629
2024-07-16,5.5269,5.7121,6.0083,6.1285,6.042,6.0975,6.143,6.1769,6.2166,6.2423,6.3644,6.3626
2024-07-15,5.5635,5.7176,5.9763,6.0888,6.0552,6.1073,6.1498,6.182,6.2235,6.2678,6.404,6.3651
2024-07-12,5.4808,5.6845,5.9839,6.048,6.0712,6.1089,6.1441,6.1745,6.2201,6.2503,6.3652,6.3619
2024-07-11,5.5335,5.7128,5.9618,6.0451,6.0998,6.1337,6.167,6.1985,6.2438,6.2543,6.3786,6.3749
2024-07-10,5.561,5.6664,5.9463,6.0735,6.1102,6.1393,6.1672,6.196,6.2432,6.2874,6.3656,6.3622
2024-07-09,5.4285,5.6901,6.0276,6.1053,6.1547,6.1947,6.227,6.2528,6.2873,6.3388,6.4971,6.4901
2024-07-08,5.4575,5.7087,5.9708,6.0938,6.1918,6.2273,6.2658,6.3085,6.3777,6.4322,6.5404,6.5377
2024-07-05,5.4678,5.7152,5.9669,6.0848,6.2053,6.2434,6.2888,6.3425,6.4364,6.5116,6.7718,6.7557
2024-07-04,5.4696,5.7108,5.9653,6.0901,6.2094,6.254,6.3024,6.359,6.4642,6.5607,6.818,6.8135
2024-07-03,5.4541,5.7034,5.9716,6.083,6.227,6.2826,6.3383,6.3964,6.5068,6.6296,6.7976,6.7839
2024-07-02,5.631,5.7512,5.9621,6.0689,6.2511,6.3073,6.3608,6.4161,6.5248,6.6487,6.8134,6.8091
2024-07-01,5.6448,5.7348,5.9603,6.0856,6.2564,6.3094,6.3614,6.418,6.5279,6.6461,6.8176,6.8105
2024-06-28,5.6338,5.7433,6.0035,6.0741,6.2577,6.3153,6.371,6.4298,6.5392,6.6535,6.8195,6.8118
2024-06-27,5.6156,5.7098,5.9537,6.0834,6.2624,6.3235,6.3835,6.4449,6.5584,6.6731,6.8293,6.828
2024-06-26,5.6085,5.7027,5.9407,6.061,6.2609,6.3241,6.3868,6.4505,6.5662,6.6817,6.8212,6.8164
2024-06-25,5.6236,5.7043,5.9518,6.0587,6.2656,6.3321,6.3976,6.4631,6.5816,6.6961,6.8308,6.8097
2024-06-24,5.6354,5.7278,5.9581,6.0775,6.2704,6.3379,6.4019,6.4641,6.5805,6.7016,6.8317,6.8097
2024-06-21,5.6308,5.6998,5.9463,6.0896,6.2709,6.3314,6.3925,6.4544,6.5723,6.6986,6.8316,6.8094
2024-06-20,5.6067,5.6747,5.9461,6.0821,6.2765,6.335,6.3945,6.4555,6.5745,6.7016,6.8282,6.8095
2024-06-19,5.5984,5.6533,5.9556,6.0827,6.2857,6.3459,6.4046,6.4637,6.577,6.7023,6.8147,6.8084
2024-06-18,5.5886,5.6438,5.9448,6.0699,6.2792,6.3361,6.3944,6.4554,6.5786,6.7126,6.8142,6.8078
2024-06-14,5.6016,5.6669,5.9694,6.0778,6.2876,6.3388,6.3934,6.4517,6.5704,6.7004,6.814,6.808
2024-06-13,5.5905,5.6713,5.9625,6.0763,6.2922,6.3512,6.4089,6.4683,6.5893,6.7225,6.8148,6.8085
2024-06-11,5.6063,5.6701,5.9651,6.0813,6.2821,6.3495,6.4138,6.4773,6.5977,6.7274,6.8109,6.8068
2024-06-10,5.6122,5.6894,5.9934,6.0767,6.2812,6.3442,6.4043,6.4639,6.5766,6.7093,6.8214,6.813
2024-06-07,5.6305,5.7038,6.0003,6.0814,6.2818,6.3418,6.3992,6.4564,6.5645,6.6947,6.8254,6.8141
2024-06-06,5.6585,5.7429,6.0066,6.0786,6.2777,6.3417,6.4028,6.4622,6.5688,6.6875,6.8513,6.8361
2024-06-05,5.6474,5.7452,6.0008,6.1035,6.2839,6.3517,6.4144,6.475,6.5843,6.7178,6.8583,6.8423
2024-06-04,5.6596,5.7349,5.949,6.0782,6.2959,6.3682,6.4337,6.4943,6.602,6.7369,6.8448,6.8396
2024-06-03,5.6503,5.7245,5.9509,6.066,6.302,6.3757,6.4417,6.5034,6.6159,6.7484,6.8445,6.8394
2024-05-31,5.6933,5.7356,5.9596,6.0653,6.3083,6.3823,6.4501,6.5134,6.6272,6.7516,6.8286,6.8419
2024-05-30,5.6913,5.7291,5.9565,6.0642,6.3054,6.3794,6.4473,6.5113,6.6289,6.7643,6.8309,6.8473
2024-05-29,5.6821,5.7184,5.9472,6.0586,6.3013,6.3757,6.4403,6.5018,6.6184,6.7441,6.8287,6.8471
2024-05-28,5.6877,5.7217,5.9293,6.0458,6.2932,6.3681,6.438,6.5062,6.6222,6.7174,6.8381,6.8479
2024-05-27,5.7563,5.7526,5.9143,6.0406,6.3025,6.3851,6.4594,6.5286,6.6407,6.7431,6.8338,6.8472
2024-05-24,5.7712,5.7881,5.9429,6.0323,6.3104,6.3867,6.4519,6.5117,6.6143,6.7171,6.8338,6.8492
2024-05-23,5.784,5.7912,5.9223,6.0301,6.294,6.3796,6.4501,6.5112,6.614,6.7098,6.8339,6.8362
2024-05-22,5.8545,5.8366,5.9475,6.0273,6.2917,6.3655,6.4298,6.4879,6.5921,6.6961,6.9096,6.9125
2024-05-21,5.8426,5.8468,5.9987,6.0308,6.3282,6.3828,6.4345,6.4849,6.5748,6.6721,6.8719,6.8758
2024-05-20,6.0385,5.8627,5.9429,6.0132,6.3327,6.3832,6.427,6.4706,6.5485,6.6282,6.6715,6.6697
2024-05-17,5.9422,5.7991,5.9006,6.0242,6.3587,6.4016,6.4335,6.468,6.5373,6.6117,6.6712,6.6706
2024-05-16,6.0073,5.828,5.8876,6.0186,6.401,6.4485,6.4831,6.5237,6.6049,6.67,6.7529,6.7517
2024-05-15,5.9916,5.8127,5.8867,6.0318,6.4364,6.5024,6.554,6.615,6.7442,6.8133,6.9054,6.9069
2024-05-14,5.7633,5.7784,5.8955,6.0493,6.4438,6.5108,6.5644,6.6281,6.773,6.8635,6.9026,6.9036
2024-05-13,5.7383,5.7753,5.8921,6.0434,6.4396,6.5003,6.5497,6.6123,6.769,6.8601,6.9048,6.9053
2024-05-10,5.6807,5.7818,5.9081,6.0751,6.428,6.4871,6.5383,6.6053,6.7696,6.8512,6.9054,6.9059
2024-05-09,5.6756,5.7862,5.9157,6.0732,6.426,6.4958,6.5551,6.623,6.7713,6.8466,6.9066,6.9068
2024-05-08,5.6704,5.7676,5.915,6.0749,6.454,6.5101,6.5546,6.6108,6.7507,6.8361,6.943,6.9435
2024-05-07,5.6752,5.8025,5.9177,6.0725,6.4927,6.5559,6.5959,6.6357,6.751,6.8619,6.9838,6.9838
2024-05-06,5.7405,5.8128,5.9291,6.0591,6.5127,6.5774,6.6218,6.6653,6.7862,6.9057,6.9822,6.982
2024-05-03,5.7813,5.8577,5.9309,6.0642,6.527,6.6021,6.6744,6.759,6.9369,6.9887,6.9831,6.9837
2024-05-02,5.7909,5.8601,5.9595,6.0626,6.5345,6.6157,6.6931,6.7807,6.9591,6.9973,6.9826,6.9828
2024-04-30,5.8,5.8561,5.9603,6.0635,6.5422,6.6277,6.7009,6.785,6.9605,7.029,7.0631,7.0635
2024-04-29,5.8347,5.8687,5.9521,6.0635,6.5165,6.6013,6.6834,6.7746,6.9402,7.0132,7.0621,7.0623
2024-04-26,5.8855,5.9018,6.0201,6.0508,6.4594,6.5747,6.677,6.775,6.9266,6.9466,7.0667,7.0658
2024-04-25,5.876,5.8636,5.938,6.0492,6.4415,6.5638,6.6677,6.7605,6.8996,6.9665,7.0627,7.0602
2024-04-24,5.8789,5.8675,5.9719,6.0488,6.4668,6.5918,6.6754,6.7394,6.8401,6.9619,7.1292,7.1287
2024-04-23,5.8743,5.8546,5.9737,6.0622,6.4518,6.5728,6.6652,6.7431,6.8524,6.9258,7.0365,7.0372
2024-04-22,5.9163,5.868,5.974,6.0563,6.4593,6.5761,6.6566,6.7237,6.8249,6.9184,6.7985,6.7984
2024-04-19,5.9026,5.8663,5.9804,6.0344,6.4167,6.5376,6.6133,6.6701,6.7786,6.8924,6.799,6.8006
2024-04-18,5.9798,5.8685,5.9165,6.0667,6.4068,6.5224,6.5929,6.6451,6.7423,6.8794,6.7473,6.537
2024-04-17,5.874,5.84,5.9356,6.0449,6.363,6.4852,6.5784,6.642,6.733,6.841,6.7993,6.8014
2024-04-16,5.7842,5.8099,5.9251,6.0332,6.3127,6.4345,6.5347,6.6097,6.7151,6.8049,6.7918,6.7993
2024-04-15,5.7534,5.7909,5.9193,6.0385,6.2687,6.385,6.4848,6.563,6.6681,6.7309,6.8006,6.8002
2024-04-12,5.8067,5.7727,5.8969,6.0514,6.1786,6.2872,6.3982,6.496,6.6195,6.68,6.8021,6.7996
2024-04-11,5.726,5.7607,5.8813,6.0369,6.1252,6.2376,6.3484,6.4451,6.5888,6.6931,6.8013,6.7979
2024-04-08,5.7551,5.7788,5.8693,6.0062,6.0991,6.1745,6.2429,6.2955,6.349,6.36,6.2804,6.2661
2024-04-05,5.7029,5.7527,5.8942,6.0057,6.0982,6.1573,6.2105,6.2554,6.3133,6.3313,6.2772,6.2731
2024-04-04,5.7064,5.7439,5.8698,6.0008,6.09,6.1446,6.1954,6.2396,6.2982,6.3137,6.2783,6.2737
2024-04-03,5.7203,5.7467,5.8794,6.0092,6.074,6.1238,6.1675,6.2061,6.2647,6.2828,6.2657,6.2627
2024-04-02,5.7243,5.7506,5.9029,6.0174,6.0545,6.1086,6.1557,6.196,6.2487,6.2375,6.2646,6.2618
2024-04-01,5.7072,5.7252,5.8946,6.0117,6.0459,6.0956,6.1416,6.1829,6.2392,6.2339,6.2329,6.2277
2024-03-27,5.6751,5.7254,5.9181,6.074,6.0425,6.0918,6.1404,6.183,6.2362,6.2322,6.2623,6.2564
2024-03-26,5.7109,5.7347,5.8879,6.0125,6.0393,6.0894,6.1395,6.181,6.2182,6.2198,6.2368,6.2268
2024-03-25,5.7424,5.7576,5.8776,6.0069,6.0506,6.0959,6.1405,6.176,6.2077,6.2038,6.213,6.203
2024-03-22,5.7977,5.7745,5.9187,6.0645,6.0516,6.0906,6.1308,6.1659,6.2017,6.1992,6.212,6.2029
2024-03-21,5.807,5.7454,5.9047,6.052,6.0467,6.0899,6.1326,6.169,6.205,6.2017,6.2123,6.2031
2024-03-20,5.789,5.7262,5.9099,6.0245,6.049,6.0959,6.1421,6.1818,6.2223,6.2217,6.2119,6.203
2024-03-19,5.7966,5.7493,5.921,6.0304,6.0385,6.0843,6.1335,6.1773,6.2225,6.2191,6.2606,6.2492
2024-03-18,5.8169,5.7896,5.9422,6.0142,6.0282,6.0745,6.1225,6.1645,6.2088,6.2156,6.3203,6.3179
2024-03-15,5.8464,5.7729,5.9578,6.0195,6.0257,6.0732,6.1227,6.166,6.2123,6.2189,6.3001,6.2948
2024-03-14,5.7398,5.7664,5.9548,6.0542,6.0289,6.0739,6.122,6.1635,6.2068,6.2202,6.2807,6.2821
2024-03-13,5.735,5.7667,5.946,6.0838,6.041,6.0848,6.1281,6.1644,6.2025,6.2313,6.2842,6.2815
2024-03-12,5.6667,5.7683,5.967,6.1071,6.0599,6.1071,6.155,6.1957,6.229,6.2328,6.2787,6.2772
2024-03-11,5.7066,5.7827,5.9646,6.0964,6.0895,6.141,6.1876,6.2238,6.2563,6.2527,6.3192,6.3213
2024-03-08,5.6305,5.7652,5.9746,6.1049,6.1139,6.1612,6.204,6.236,6.2632,6.2528,6.2555,6.2477
2024-03-07,5.7251,5.7764,5.9785,6.1117,6.1249,6.1727,6.2108,6.2388,6.2662,6.2528,6.2532,6.2494
2024-03-06,5.7117,5.7479,5.9728,6.1129,6.1229,6.17,6.2065,6.2334,6.2636,6.2579,6.2549,6.2499
2024-03-05,5.708,5.744,5.9745,6.1131,6.1225,6.1626,6.1962,6.2213,6.2504,6.2613,6.259,6.2487
2024-03-04,5.6778,5.7259,5.9416,6.104,6.1244,6.1554,6.1853,6.209,6.2368,6.2494,6.2475,6.2494
2024-03-01,5.7156,5.7292,5.9575,6.1088,6.1185,6.1509,6.1815,6.2054,6.2327,6.2435,6.2496,6.2468
2024-02-29,5.6743,5.6921,5.932,6.1084,6.1152,6.1515,6.1817,6.2048,6.2327,6.2404,6.3103,6.3138
2024-02-28,5.6122,5.6843,5.948,6.1297,6.1283,6.156,6.1812,6.2029,6.2307,6.2382,6.3075,6.3078
2024-02-27,5.61,5.7153,6.0002,6.1164,6.1322,6.1601,6.1809,6.1985,6.2254,6.2335,6.3102,6.3122
2024-02-26,5.6057,5.6915,6.0,6.1272,6.1205,6.1523,6.1828,6.207,6.233,6.2347,6.405,6.4
2024-02-23,5.442,5.6226,5.9045,6.1323,6.1316,6.1638,6.1946,6.2228,6.2614,6.2634,6.3995,6.3994
2024-02-22,5.665,5.6261,5.8935,6.1143,6.1239,6.1595,6.1935,6.2232,6.2648,6.2746,6.4372,6.4376
2024-02-21,5.6151,5.6216,5.93,6.1153,6.1383,6.1805,6.2114,6.2361,6.2728,6.2773,6.4332,6.434
2024-02-20,5.5818,5.6036,5.8985,6.111,6.1294,6.1921,6.239,6.2685,6.2954,6.2979,6.2191,6.2136
2024-02-19,5.5246,5.5739,5.8825,6.1065,6.1117,6.1707,6.2189,6.2534,6.2907,6.3085,6.3847,6.3898
2024-02-16,5.5251,5.5704,5.8597,6.0791,6.0587,6.1178,6.1666,6.1977,6.2237,6.2579,6.3571,6.3608
2024-02-15,5.5628,5.5656,5.8431,6.0918,6.0445,6.0969,6.1426,6.1725,6.2007,6.2373,6.3344,6.338
2024-02-14,5.5354,5.5323,5.8326,6.0837,6.0405,6.0847,6.1238,6.1528,6.1883,6.2205,6.1308,6.1312
2024-02-13,5.5341,5.5177,5.8144,6.1018,6.0135,6.0592,6.1015,6.1332,6.164,6.1858,6.0921,6.0894
2024-02-12,5.555,5.5288,5.8113,6.083,6.0244,6.0676,6.1062,6.1354,6.1657,6.1922,6.1026,6.0916
2024-02-08,5.4486,5.461,5.8095,6.0577,6.0206,6.0647,6.1023,6.1313,6.1665,6.196,6.1027,6.0911
2024-02-07,5.3861,5.4644,5.8252,6.0537,6.0118,6.0546,6.0902,6.1167,6.156,6.1983,6.0541,6.0409
2024-02-06,5.4818,5.464,5.8121,6.0488,5.9993,6.0372,6.075,6.1053,6.1428,6.194,6.0494,6.0424
2024-02-05,5.3545,5.4304,5.8197,6.0848,5.9897,6.0251,6.0588,6.0856,6.1142,6.1437,6.1012,6.1001
2024-02-02,5.361,5.4422,5.8126,6.044,5.9763,6.0161,6.0559,6.0864,6.1161,6.1419,6.1035,6.1005
2024-02-01,5.4527,5.4517,5.8063,6.0394,5.9677,6.0082,6.0449,6.073,6.1075,6.148,6.1285,6.1273
2024-01-31,5.4519,5.4509,5.8022,6.0603,5.9712,6.0061,6.0435,6.0751,6.1163,6.1753,6.1216,6.1199
2024-01-30,5.4659,5.4471,5.7745,6.0415,5.9732,6.0063,6.0413,6.0715,6.1138,6.1819,6.1218,6.1208
2024-01-29,5.4181,5.4142,5.7778,6.0602,5.9754,6.0109,6.0482,6.0818,6.1308,6.1971,6.1219,6.1213
2024-01-26,5.4953,5.422,5.7508,6.0408,5.9661,6.0046,6.0427,6.0763,6.1286,6.1947,6.1225,6.1212
2024-01-25,5.5416,5.4314,5.7463,6.0534,5.971,6.0149,6.0532,6.0864,6.1406,6.2191,6.1196,6.1238
2024-01-24,5.5293,5.4037,5.7119,6.0323,5.9471,5.9923,6.0356,6.0772,6.1467,6.2339,6.1195,6.1232
2024-01-23,5.3423,5.3631,5.718,6.0607,5.9377,5.9812,6.0272,6.075,6.1672,6.32,6.1211,6.1233
2024-01-22,5.1865,5.3281,5.684,6.0204,5.9058,5.9606,6.0146,6.066,6.1498,6.2481,6.226,6.2309
2024-01-19,5.3097,5.3587,5.6655,5.9991,5.8914,5.94,5.9896,6.0389,6.127,6.2186,6.311,6.3106
2024-01-18,5.1598,5.3211,5.6542,5.9978,5.8909,5.9348,5.9786,6.0223,6.1103,6.2092,6.3115,6.3115
2024-01-17,5.1364,5.3468,5.6604,5.9996,5.8753,5.9274,5.9777,6.0218,6.0928,6.1779,6.2734,6.277
2024-01-16,5.1146,5.3134,5.6439,5.9948,5.8594,5.9143,5.9702,6.0234,6.1032,6.1782,6.2473,6.2516
2024-01-15,5.209,5.2828,5.6382,5.9898,5.8795,5.9419,5.9995,6.0487,6.1228,6.1942,6.2508,6.2475
2024-01-12,5.281,5.337,5.5956,5.9734,5.9069,5.9679,6.0237,6.0756,6.1662,6.2393,6.2464,6.2495
2024-01-11,5.2452,5.2606,5.5855,5.9662,5.8997,5.9618,6.0158,6.0631,6.1498,6.2481,6.2474,6.2501
2024-01-10,5.223,5.2988,5.5428,5.9185,5.8995,5.9669,6.0197,6.0591,6.117,6.1797,6.3472,6.3533
2024-01-09,5.3748,5.2584,5.435,5.9006,5.9064,5.9544,5.9952,6.0349,6.1041,6.1538,6.3482,6.3535
2024-01-08,5.3653,5.2937,5.5156,5.879,5.9024,5.9286,5.9732,6.0296,6.1197,6.1418,6.3349,6.3499
2024-01-05,5.1855,5.2265,5.5084,5.8274,5.9078,5.9401,5.9774,6.0188,6.0815,6.1196,6.3207,6.3277
2024-01-04,5.1794,5.2151,5.4948,5.9113,5.9103,5.935,5.9661,6.0012,6.0532,6.0918,6.3204,6.3276
2024-01-03,5.1922,5.2199,5.4859,5.9223,5.9042,5.9131,5.948,5.9994,6.0813,6.1462,6.3176,6.3253
2024-01-02,5.1114,5.2013,5.4774,5.8463,5.9042,5.921,5.9629,6.0127,6.0672,6.0448,6.0665,6.1244
2023-12-29,5.1217,5.2438,5.5178,5.8674,5.914,5.9049,5.9144,5.9386,5.9892,6.0012,6.0821,6.1241
2023-12-28,4.9992,5.121,5.3365,5.9091,5.8997,5.8932,5.9005,5.9196,5.9583,5.9548,6.0901,6.1252
2023-12-27,5.0491,5.1611,5.3778,5.8464,5.9172,5.9038,5.9051,5.92,5.9597,5.9704,6.1211,6.128
2023-12-22,5.0632,5.1579,5.5233,5.8218,5.9323,5.9203,5.9193,5.9291,5.9592,5.9665,6.1201,6.1281
2023-12-21,5.1581,5.2646,5.4942,5.837,5.9501,5.9393,5.9372,5.9428,5.9632,5.9714,6.1198,6.128
2023-12-20,5.0782,5.1361,5.4338,5.8419,5.9436,5.9346,5.9398,5.9548,5.9836,5.9955,6.1215,6.1284
2023-12-19,5.0495,5.151,5.4942,5.9349,5.9934,5.9902,5.9965,6.0096,6.0383,6.0762,6.1256,6.1269
2023-12-18,5.1233,5.2898,5.4715,6.0091,5.9904,5.99,6.0038,6.0243,6.0509,6.0851,6.1258,6.1259
2023-12-15,5.2051,5.3748,5.3891,5.9732,5.9827,5.9899,5.9988,6.007,6.0161,6.0716,6.1307,6.1272
2023-12-14,5.1459,5.278,5.3706,5.8498,6.0027,6.0184,6.0277,6.0303,6.0225,6.07,6.2562,6.2622
2023-12-13,5.1638,5.2819,5.3549,6.0879,6.0744,6.0963,6.113,6.1311,6.1797,6.2334,6.2661,6.2609
2023-12-12,5.1301,5.2773,5.385,6.0888,6.0648,6.0936,6.1166,6.1369,6.1803,6.2126,6.3152,6.3107
2023-12-11,5.0238,5.1947,5.2993,6.077,6.0569,6.0972,6.1146,6.1228,6.147,6.1806,6.3113,6.3109
2023-12-07,4.9262,5.1506,5.2568,6.0749,6.0471,6.0861,6.1057,6.1154,6.134,6.173,6.3082,6.3103
2023-12-06,4.9832,5.1776,5.3008,5.8594,6.0334,6.0857,6.1107,6.1223,6.1423,6.1754,6.3116,6.3117
